cell_id,timestamp,rsrp_dbm,rsrq_db,sinr_db,prb_utilization_pct,active_ue_count,rrc_connected_ue,ho_attempt,ho_success,ho_failure,ho_ping_pong,late_ho,early_ho,wrong_cell_ho,dl_throughput_mbps,ul_throughput_mbps,cqi_avg,rlf_count,call_drop_rate_pct
CELL_008_1,2026-04-29T16:30:00,-82.8,-14.5,14.0,71.8,61,65,11,11,0,0,0,0,0,60.5,18.2,9.2,3,0
CELL_008_1,2026-04-29T16:45:00,-82.8,-14.4,20.6,59.1,42,63,23,23,0,0,0,0,0,118.8,11.6,11.0,2,0.09
CELL_008_1,2026-04-29T17:00:00,-82.2,-11.2,9.1,50.7,25,81,35,35,0,0,0,0,0,79.0,14.1,8.6,3,2.48
CELL_008_1,2026-04-29T17:15:00,-96.4,-10.0,6.5,57.9,49,55,30,30,0,0,0,0,0,65.2,17.2,8.0,5,0
CELL_008_1,2026-04-29T17:30:00,-85.5,-3.5,12.7,47.2,53,51,19,19,0,0,0,0,0,40.7,26.4,8.1,4,0.12
CELL_008_1,2026-04-29T17:45:00,-81.6,-8.3,14.2,59.8,34,56,31,31,0,0,0,0,0,34.9,16.0,12.8,4,1.14
CELL_008_1,2026-04-29T18:00:00,-77.2,-11.4,13.6,65.9,26,39,18,18,0,0,0,0,0,44.3,20.5,10.8,5,0.44
CELL_008_1,2026-04-29T18:15:00,-85.7,-10.7,16.6,50.6,6,42,31,31,0,0,0,0,0,88.0,12.7,8.5,4,0.87
CELL_008_1,2026-04-29T18:30:00,-85.2,-5.5,12.9,53.3,33,45,21,21,0,0,0,0,0,85.8,21.8,8.0,3,0
CELL_008_1,2026-04-29T18:45:00,-88.5,-6.0,7.0,0,29,2,15,15,0,0,0,0,0,112.3,14.8,10.8,1,0.82
CELL_008_1,2026-04-29T19:00:00,-78.8,-10.3,22.6,58.3,38,63,12,12,0,0,0,0,0,83.3,25.2,6.5,7,1.09
CELL_008_1,2026-04-29T19:15:00,-82.4,-11.4,11.9,30.5,28,46,19,19,0,0,0,0,0,87.3,20.7,9.9,2,0.09
CELL_008_1,2026-04-29T19:30:00,-91.7,-12.5,19.4,23.7,29,76,21,21,0,0,0,0,0,89.0,14.1,11.6,4,0.9
CELL_008_1,2026-04-29T19:45:00,-90.6,-10.6,17.7,42.4,24,58,19,19,0,0,0,0,0,122.4,24.5,10.9,0,0
CELL_008_1,2026-04-29T20:00:00,-73.6,-11.4,14.8,35.9,22,32,17,17,0,0,0,0,0,92.9,22.1,12.7,10,0.8
CELL_008_1,2026-04-29T20:15:00,-92.4,-10.6,16.8,51.7,24,35,13,13,0,0,0,0,0,80.5,19.1,9.1,0,1.41
CELL_008_1,2026-04-29T20:30:00,-87.3,-9.2,14.6,27.0,33,26,14,14,0,0,0,0,0,90.7,18.0,3.4,4,0
CELL_008_1,2026-04-29T20:45:00,-85.3,-9.9,3.2,30.8,25,42,14,14,0,0,0,0,0,86.7,24.1,8.1,0,0.43
CELL_008_1,2026-04-29T21:00:00,-96.8,-12.8,8.3,34.7,16,32,10,10,0,0,0,0,0,60.9,18.0,7.3,5,0
CELL_008_1,2026-04-29T21:15:00,-87.2,-12.6,11.9,22.2,10,32,10,10,0,0,0,0,0,70.8,17.5,8.2,0,0.85
CELL_008_1,2026-04-29T21:30:00,-82.1,-13.4,9.3,42.2,10,41,7,7,0,0,0,0,0,61.1,14.4,8.9,3,0.44
CELL_008_1,2026-04-29T21:45:00,-76.9,-16.0,16.2,40.7,29,34,11,11,0,0,0,0,0,91.0,19.3,7.7,2,2.04
CELL_008_1,2026-04-29T22:00:00,-87.5,-13.9,7.3,27.3,10,27,10,10,0,0,0,0,0,103.9,25.7,12.0,0,0.53
CELL_008_1,2026-04-29T22:15:00,-87.8,-10.2,7.3,13.6,14,22,11,11,0,0,0,0,0,73.2,20.1,11.6,1,0
CELL_008_1,2026-04-29T22:30:00,-79.9,-8.8,7.9,16.5,16,26,15,15,0,0,0,0,0,98.5,17.9,12.3,5,1.55
CELL_008_1,2026-04-29T22:45:00,-90.4,-14.7,12.9,18.8,21,27,8,8,0,0,0,0,0,85.4,19.6,9.0,0,0
CELL_008_1,2026-04-29T23:00:00,-93.0,-8.2,7.8,5.8,17,21,12,12,0,0,0,0,0,99.0,25.5,7.0,0,0.57
CELL_008_1,2026-04-29T23:15:00,-94.9,-7.6,10.7,26.7,15,31,8,8,0,0,0,0,0,88.1,9.4,12.2,9,0.78
CELL_008_1,2026-04-29T23:30:00,-75.6,-12.9,7.6,14.5,6,28,10,10,0,0,0,0,0,90.3,14.1,10.7,2,0.17
CELL_008_1,2026-04-29T23:45:00,-81.9,-11.2,17.7,18.0,15,22,10,10,0,0,0,0,0,112.7,21.7,10.7,9,0
CELL_008_1,2026-04-30T00:00:00,-76.6,-9.3,11.6,10.5,18,14,10,10,0,0,0,0,0,88.6,22.0,8.3,0,0.12
CELL_008_1,2026-04-30T00:15:00,-92.0,-5.5,15.8,28.7,19,36,8,8,0,0,0,0,0,97.3,16.4,7.4,1,1.05
CELL_008_1,2026-04-30T00:30:00,-96.0,-9.9,14.7,23.1,12,32,9,9,0,0,0,0,0,94.7,21.4,12.3,0,0
CELL_008_1,2026-04-30T00:45:00,-84.7,-8.2,17.5,10.4,23,21,16,16,0,0,0,0,0,102.1,20.4,9.5,2,1.41
CELL_008_1,2026-04-30T01:00:00,-88.5,-5.5,7.5,32.7,12,10,12,12,0,0,0,0,0,62.5,23.7,9.2,3,1.53
CELL_008_1,2026-04-30T01:15:00,-74.2,-12.3,15.1,3.4,5,35,14,14,0,0,0,0,0,91.2,11.9,8.8,1,1.74
CELL_008_1,2026-04-30T01:30:00,-82.0,-13.0,12.7,23.5,13,33,12,12,0,0,0,0,0,80.5,16.9,10.1,0,1.12
CELL_008_1,2026-04-30T01:45:00,-88.4,-9.8,12.7,16.9,20,22,11,11,0,0,0,0,0,90.5,16.5,10.2,0,1.49
CELL_008_1,2026-04-30T02:00:00,-82.6,-7.8,10.6,41.6,13,7,11,11,0,0,0,0,0,55.0,15.9,7.9,2,0
CELL_008_1,2026-04-30T02:15:00,-85.8,-8.1,17.1,38.7,13,36,11,11,0,0,0,0,0,74.0,24.3,9.9,4,1.25
CELL_008_1,2026-04-30T02:30:00,-95.0,-10.5,15.9,12.7,24,29,10,10,0,0,0,0,0,52.3,19.3,10.9,0,0.56
CELL_008_1,2026-04-30T02:45:00,-101.5,-10.5,19.1,33.8,13,26,6,6,0,0,0,0,0,85.9,30.0,9.1,0,0.95
CELL_008_1,2026-04-30T03:00:00,-80.4,-10.8,12.3,13.5,15,34,6,6,0,0,0,0,0,92.5,22.1,8.4,0,0.92
CELL_008_1,2026-04-30T03:15:00,-89.5,-12.2,7.6,16.7,16,27,7,7,0,0,0,0,0,101.9,21.9,5.1,1,0.55
CELL_008_1,2026-04-30T03:30:00,-88.6,-10.3,12.2,32.4,13,23,11,11,0,0,0,0,0,81.5,8.9,9.6,2,0.23
CELL_008_1,2026-04-30T03:45:00,-90.5,-10.2,13.2,32.0,12,25,11,11,0,0,0,0,0,62.3,25.5,8.8,0,1.36
CELL_008_1,2026-04-30T04:00:00,-99.2,-5.6,9.4,15.1,14,25,12,12,0,0,0,0,0,76.0,24.8,9.3,2,0
CELL_008_1,2026-04-30T04:15:00,-81.9,-11.8,16.2,18.4,14,15,11,11,0,0,0,0,0,59.9,23.0,13.8,6,1.47
CELL_008_1,2026-04-30T04:30:00,-86.0,-9.9,21.6,37.1,7,25,11,11,0,0,0,0,0,77.4,14.5,9.3,0,1.52
CELL_008_1,2026-04-30T04:45:00,-71.0,-6.5,5.5,29.8,13,25,16,16,0,0,0,0,0,74.8,22.7,8.3,4,0
CELL_008_1,2026-04-30T05:00:00,-83.1,-6.5,12.5,51.6,20,23,11,11,0,0,0,0,0,50.9,22.6,13.3,0,0.13
CELL_008_1,2026-04-30T05:15:00,-83.2,-8.1,13.6,23.6,18,12,8,8,0,0,0,0,0,86.8,27.2,11.5,3,0.72
CELL_008_1,2026-04-30T05:30:00,-86.2,-10.9,18.7,21.0,13,36,8,8,0,0,0,0,0,77.9,23.0,8.9,0,0
CELL_008_1,2026-04-30T05:45:00,-96.1,-11.7,13.5,40.8,14,16,8,8,0,0,0,0,0,101.3,19.1,7.4,7,0.46
CELL_008_1,2026-04-30T06:00:00,-76.6,-10.3,11.2,24.4,29,72,22,22,0,0,0,0,0,84.6,16.7,12.6,0,1.18
CELL_008_1,2026-04-30T06:15:00,-85.2,-13.6,7.4,74.3,26,66,21,21,0,0,0,0,0,46.5,22.5,6.2,3,0.07
CELL_008_1,2026-04-30T06:30:00,-77.4,-8.7,11.3,46.3,29,65,22,22,0,0,0,0,0,91.9,16.2,9.6,0,0.8
CELL_008_1,2026-04-30T06:45:00,-102.0,-7.6,15.3,16.5,28,35,9,9,0,0,0,0,0,95.4,12.3,9.3,0,0
CELL_008_1,2026-04-30T07:00:00,-91.3,-12.1,13.3,53.2,39,81,20,20,0,0,0,0,0,121.2,28.2,6.7,3,2.52
CELL_008_1,2026-04-30T07:15:00,-85.7,-8.5,5.8,58.6,31,65,29,29,0,0,0,0,0,67.5,23.7,11.5,3,0
CELL_008_1,2026-04-30T07:30:00,-93.7,-14.1,7.6,23.1,30,32,10,10,0,0,0,0,0,93.4,24.5,6.0,1,0.64
CELL_008_1,2026-04-30T07:45:00,-89.0,-9.9,12.1,65.2,32,28,27,27,0,0,0,0,0,102.2,19.6,11.1,3,1.64
CELL_008_1,2026-04-30T08:00:00,-80.0,-10.7,15.5,20.9,41,41,27,27,0,0,0,0,0,54.1,17.8,9.7,1,1.28
CELL_008_1,2026-04-30T08:15:00,-91.3,-10.4,14.0,100,37,72,21,21,0,0,0,0,0,62.5,24.8,14.8,2,1.04
CELL_008_1,2026-04-30T08:30:00,-89.9,-10.1,11.6,67.1,23,49,28,28,0,0,0,0,0,116.4,18.6,11.7,0,1.45
CELL_008_1,2026-04-30T08:45:00,-106.9,-11.5,14.4,83.2,29,56,13,13,0,0,0,0,0,56.0,20.7,9.3,0,0.87
CELL_008_1,2026-04-30T09:00:00,-79.1,-13.8,13.7,22.3,47,56,33,33,0,0,0,0,0,86.4,24.7,10.6,5,1.88
CELL_008_1,2026-04-30T09:15:00,-81.6,-9.0,10.2,98.5,46,42,41,40,1,0,0,0,0,63.9,17.6,7.6,2,1.02
CELL_008_1,2026-04-30T09:30:00,-85.1,-10.8,17.1,20.6,47,97,25,25,0,0,0,0,0,70.9,19.7,10.1,4,0.22
CELL_008_1,2026-04-30T09:45:00,-84.1,-9.3,11.5,45.8,53,72,32,32,0,0,0,0,0,69.7,13.3,9.6,0,0.35
CELL_008_1,2026-04-30T10:00:00,-97.6,-9.4,10.4,61.3,52,85,21,21,0,0,0,0,0,131.8,16.9,13.2,0,0
CELL_008_1,2026-04-30T10:15:00,-82.5,-8.4,1.4,20.4,40,118,33,33,0,0,0,0,0,97.6,25.5,10.9,0,0.58
CELL_008_1,2026-04-30T10:30:00,-88.2,-15.0,12.7,82.8,65,85,31,31,0,0,0,0,0,40.7,15.0,7.6,4,0.33
CELL_008_1,2026-04-30T10:45:00,-87.9,-9.5,7.5,87.4,20,82,16,16,0,0,0,0,0,99.5,24.9,9.1,0,0.39
CELL_008_1,2026-04-30T11:00:00,-84.1,-5.2,10.3,35.7,22,48,36,36,0,0,0,0,0,93.5,14.3,7.7,2,1.34
CELL_008_1,2026-04-30T11:15:00,-93.1,-14.5,14.3,84.6,42,98,23,23,0,0,0,0,0,46.6,11.2,11.9,0,0
CELL_008_1,2026-04-30T11:30:00,-87.7,-6.7,15.7,68.3,47,48,36,36,0,0,0,0,0,75.3,24.3,11.6,3,0.48
CELL_008_1,2026-04-30T11:45:00,-94.0,-11.2,12.9,35.7,70,58,30,30,0,0,0,0,0,105.2,21.3,9.1,2,1.54
CELL_008_1,2026-04-30T12:00:00,-68.4,-11.7,10.3,94.4,45,93,29,29,0,0,0,0,0,58.8,26.3,12.8,0,1.09
CELL_008_1,2026-04-30T12:15:00,-82.2,-11.8,6.8,63.0,44,132,40,40,0,0,0,0,0,91.7,27.2,13.1,2,0.8
CELL_008_1,2026-04-30T12:30:00,-82.1,-10.0,11.9,18.3,64,43,35,35,0,0,0,0,0,119.0,20.5,9.7,0,1.53
CELL_008_1,2026-04-30T12:45:00,-65.8,-8.5,19.3,64.3,53,79,26,26,0,0,0,0,0,60.1,18.3,8.6,4,0
CELL_008_1,2026-04-30T13:00:00,-84.9,-5.8,9.5,50.6,32,97,21,21,0,0,0,0,0,81.5,14.3,9.4,2,0.99
CELL_008_1,2026-04-30T13:15:00,-93.1,-10.7,18.4,58.2,45,96,31,31,0,0,0,0,0,57.5,15.6,11.2,0,0.15
CELL_008_1,2026-04-30T13:30:00,-85.6,-7.8,11.6,66.8,29,99,25,25,0,0,0,0,0,76.4,30.4,6.8,1,0
CELL_008_1,2026-04-30T13:45:00,-97.4,-6.6,14.4,74.0,35,80,32,32,0,0,0,0,0,77.6,21.7,7.5,0,0.85
CELL_008_1,2026-04-30T14:00:00,-84.0,-9.6,13.1,85.9,34,70,25,25,0,0,0,0,0,89.5,14.7,12.5,0,0.29
CELL_008_1,2026-04-30T14:15:00,-79.9,-6.7,13.5,45.1,79,74,33,33,0,0,0,0,0,69.9,21.7,11.6,0,1.18
CELL_008_1,2026-04-30T14:30:00,-91.9,-8.6,13.9,94.5,30,75,33,33,0,0,0,0,0,78.1,13.7,10.8,6,0
CELL_008_1,2026-04-30T14:45:00,-74.0,-5.4,10.7,49.8,56,65,33,33,0,0,0,0,0,90.3,32.1,10.1,0,0
CELL_008_1,2026-04-30T15:00:00,-88.7,-8.0,11.1,10.8,30,30,14,14,0,0,0,0,0,70.3,8.5,15,0,0.15
CELL_008_1,2026-04-30T15:15:00,-87.3,-9.5,14.7,54.9,44,49,19,19,0,0,0,0,0,95.4,22.7,11.5,2,0.41
CELL_008_1,2026-04-30T15:30:00,-84.6,-9.3,10.5,27.3,51,92,26,26,0,0,0,0,0,57.5,32.0,8.2,0,1.6
CELL_008_1,2026-04-30T15:45:00,-85.6,-10.3,16.1,24.8,41,64,26,26,0,0,0,0,0,77.8,26.6,12.8,1,0.7
CELL_008_1,2026-04-30T16:00:00,-92.9,-10.9,9.2,100,30,53,21,21,0,0,0,0,0,54.0,27.7,10.6,4,1.0
CELL_008_1,2026-04-30T16:15:00,-76.8,-11.5,13.8,67.8,48,95,22,22,0,0,0,0,0,80.3,26.5,13.9,3,0
CELL_008_1,2026-04-30T16:30:00,-87.1,-7.5,14.6,92.5,34,79,25,25,0,0,0,0,0,98.2,26.6,11.4,0,0.96
CELL_008_1,2026-04-30T16:45:00,-80.9,-11.8,8.6,25.6,26,37,29,29,0,0,0,0,0,112.2,20.1,4.6,4,0.54
CELL_008_1,2026-04-30T17:00:00,-93.6,-10.3,8.6,29.8,37,56,23,23,0,0,0,0,0,87.9,24.8,10.4,3,0
CELL_008_1,2026-04-30T17:15:00,-94.7,-8.8,15.7,36.7,42,85,21,21,0,0,0,0,0,77.8,11.2,9.3,0,0
CELL_008_1,2026-04-30T17:30:00,-72.5,-10.9,15.5,66.7,17,59,20,20,0,0,0,0,0,103.3,25.6,8.9,2,2.31
CELL_008_1,2026-04-30T17:45:00,-87.3,-9.8,10.4,58.9,33,57,16,16,0,0,0,0,0,57.7,17.6,11.2,0,0.8
CELL_008_1,2026-04-30T18:00:00,-73.8,-3.6,15.6,33.3,9,52,22,22,0,0,0,0,0,64.6,21.2,13.4,0,1.79
CELL_008_1,2026-04-30T18:15:00,-97.3,-13.9,18.6,27.3,28,45,17,17,0,0,0,0,0,85.6,23.1,11.0,0,1.21
CELL_008_1,2026-04-30T18:30:00,-77.1,-13.6,13.8,48.2,28,32,23,23,0,0,0,0,0,78.7,25.4,8.3,1,0.8
CELL_008_1,2026-04-30T18:45:00,-98.5,-10.7,10.5,46.9,31,21,23,23,0,0,0,0,0,81.3,20.0,11.3,0,1.24
CELL_008_1,2026-04-30T19:00:00,-73.2,-8.8,5.5,33.1,19,49,27,27,0,0,0,0,0,77.5,16.2,8.3,1,1.66
CELL_008_1,2026-04-30T19:15:00,-95.3,-2.5,9.3,27.1,20,31,18,18,0,0,0,0,0,53.9,28.2,9.9,0,2.27
CELL_008_1,2026-04-30T19:30:00,-84.2,-7.7,9.8,57.6,19,59,17,17,0,0,0,0,0,90.6,13.8,9.5,0,0.83
CELL_008_1,2026-04-30T19:45:00,-92.0,-14.7,16.9,36.0,12,17,10,10,0,0,0,0,0,93.3,13.8,11.2,0,1.57
CELL_008_1,2026-04-30T20:00:00,-86.7,-9.0,8.5,62.6,19,51,17,17,0,0,0,0,0,101.1,14.7,8.4,2,1.34
CELL_008_1,2026-04-30T20:15:00,-84.0,-10.3,15.7,29.8,29,56,5,5,0,0,0,0,0,74.3,21.4,8.3,2,0.72
CELL_008_1,2026-04-30T20:30:00,-86.9,-6.4,13.1,39.4,19,20,11,11,0,0,0,0,0,71.1,19.9,11.3,1,0.82
CELL_008_1,2026-04-30T20:45:00,-90.7,-7.4,11.7,58.6,27,22,16,16,0,0,0,0,0,43.2,19.4,10.3,3,0
CELL_008_1,2026-04-30T21:00:00,-91.2,-13.0,16.2,23.5,13,39,6,6,0,0,0,0,0,94.9,33.1,11.7,0,0
CELL_008_1,2026-04-30T21:15:00,-86.6,-10.4,7.9,7.6,16,32,15,15,0,0,0,0,0,83.6,8.6,15,3,1.94
CELL_008_1,2026-04-30T21:30:00,-75.5,-12.5,1.9,16.1,18,32,16,16,0,0,0,0,0,52.2,23.0,8.9,2,0.63
CELL_008_1,2026-04-30T21:45:00,-70.1,-6.4,19.0,22.3,14,34,10,10,0,0,0,0,0,101.0,22.2,9.2,0,0.15
CELL_008_1,2026-04-30T22:00:00,-82.4,-6.1,14.1,0.0,17,28,14,14,0,0,0,0,0,64.9,20.3,5.4,0,1.27
CELL_008_1,2026-04-30T22:15:00,-82.3,-15.7,13.9,23.3,22,28,3,3,0,0,0,0,0,85.5,19.9,10.7,1,0
CELL_008_1,2026-04-30T22:30:00,-77.2,-10.5,9.7,20.2,15,23,11,11,0,0,0,0,0,118.5,11.2,12.2,5,0.16
CELL_008_1,2026-04-30T22:45:00,-86.5,-11.2,10.9,21.1,11,31,12,12,0,0,0,0,0,78.2,22.8,7.7,4,0.66
CELL_008_1,2026-04-30T23:00:00,-79.8,-14.1,20.0,27.7,19,26,8,8,0,0,0,0,0,77.2,26.0,11.6,1,0
CELL_008_1,2026-04-30T23:15:00,-94.2,-7.6,3.7,24.8,13,19,9,9,0,0,0,0,0,59.3,17.9,6.7,9,0.47
CELL_008_1,2026-04-30T23:30:00,-90.8,-10.4,10.9,28.1,10,17,10,10,0,0,0,0,0,76.2,14.6,10.1,0,0.71
CELL_008_1,2026-04-30T23:45:00,-95.2,-8.5,9.7,23.6,19,37,10,10,0,0,0,0,0,62.3,18.5,12.1,1,1.92
CELL_008_2,2026-04-01T00:00:00,-90.9,-7.3,11.8,14.5,17,23,6,6,0,0,0,0,0,66.1,18.5,11.5,0,0.84
CELL_008_2,2026-04-01T00:15:00,-85.7,-4.8,5.1,14.9,13,26,13,13,0,0,0,0,0,89.0,20.1,10.7,6,1.06
CELL_008_2,2026-04-01T00:30:00,-87.6,-16.7,13.2,14.1,14,20,7,7,0,0,0,0,0,63.9,19.5,7.9,4,0
CELL_008_2,2026-04-01T00:45:00,-80.6,-6.8,12.9,21.1,22,23,9,9,0,0,0,0,0,68.3,19.9,12.5,2,2.12
CELL_008_2,2026-04-01T01:00:00,-101.5,-9.9,14.5,5.4,10,28,11,11,0,0,0,0,0,76.2,17.7,9.8,1,0
CELL_008_2,2026-04-01T01:15:00,-92.0,-6.7,6.0,24.2,11,20,10,10,0,0,0,0,0,71.6,16.1,10.5,0,0.62
CELL_008_2,2026-04-01T01:30:00,-75.6,-10.7,14.5,7.5,16,30,7,7,0,0,0,0,0,94.9,16.2,10.9,5,0.55
CELL_008_2,2026-04-01T01:45:00,-95.9,-12.0,11.5,26.2,9,33,7,7,0,0,0,0,0,87.9,15.4,9.3,2,0
CELL_008_2,2026-04-01T02:00:00,-75.1,-8.2,16.6,28.8,19,19,5,5,0,0,0,0,0,112.4,29.0,9.7,0,0
CELL_008_2,2026-04-01T02:15:00,-69.9,-11.7,7.0,40.8,12,22,13,13,0,0,0,0,0,66.2,14.6,13.6,0,0.29
CELL_008_2,2026-04-01T02:30:00,-80.0,-11.7,13.3,25.9,5,19,10,10,0,0,0,0,0,41.3,19.1,13.1,0,1.16
CELL_008_2,2026-04-01T02:45:00,-89.6,-10.2,8.5,19.2,14,21,9,9,0,0,0,0,0,72.4,13.9,9.9,2,0
CELL_008_2,2026-04-01T03:00:00,-86.4,-15.2,12.7,27.2,4,27,11,11,0,0,0,0,0,68.1,23.0,9.6,6,1.1
CELL_008_2,2026-04-01T03:15:00,-80.8,-4.8,3.2,29.2,20,29,12,12,0,0,0,0,0,64.0,26.2,10.4,4,0.1
CELL_008_2,2026-04-01T03:30:00,-69.2,-11.8,8.6,25.2,17,25,9,9,0,0,0,0,0,73.9,24.2,9.8,2,1.38
CELL_008_2,2026-04-01T03:45:00,-76.1,-16.2,10.1,14.5,19,25,10,10,0,0,0,0,0,65.2,18.3,9.5,0,0
CELL_008_2,2026-04-01T04:00:00,-75.1,-7.8,12.7,12.2,20,18,8,8,0,0,0,0,0,90.8,14.7,9.2,5,0.18
CELL_008_2,2026-04-01T04:15:00,-80.3,-12.7,17.1,25.1,15,29,13,13,0,0,0,0,0,71.0,26.6,8.8,3,0.55
CELL_008_2,2026-04-01T04:30:00,-93.9,-15.1,12.8,29.0,23,22,8,8,0,0,0,0,0,96.2,16.5,11.4,2,1.17
CELL_008_2,2026-04-01T04:45:00,-78.4,-9.9,11.0,0.2,12,34,8,8,0,0,0,0,0,71.8,13.7,9.7,6,0.81
CELL_008_2,2026-04-01T05:00:00,-81.0,-9.3,8.5,15.5,15,23,7,7,0,0,0,0,0,74.3,25.2,10.4,0,0.46
CELL_008_2,2026-04-01T05:15:00,-85.5,-9.2,14.7,24.1,10,27,10,10,0,0,0,0,0,62.2,25.8,8.6,1,1.65
CELL_008_2,2026-04-01T05:30:00,-83.8,-8.9,12.1,30.0,18,28,9,9,0,0,0,0,0,74.3,16.8,9.5,4,1.28
CELL_008_2,2026-04-01T05:45:00,-90.0,-8.9,12.0,19.3,22,15,8,8,0,0,0,0,0,115.5,28.8,6.0,0,1.31
CELL_008_2,2026-04-01T06:00:00,-89.6,-10.7,11.8,31.1,21,39,21,21,0,0,0,0,0,84.2,13.9,8.7,4,0
CELL_008_2,2026-04-01T06:15:00,-79.5,-11.9,9.6,58.6,13,71,30,30,0,0,0,0,0,85.4,22.1,10.8,0,0.53
CELL_008_2,2026-04-01T06:30:00,-78.6,-9.8,6.2,33.0,33,24,19,19,0,0,0,0,0,82.4,28.0,11.9,0,0.21
CELL_008_2,2026-04-01T06:45:00,-92.5,-11.7,11.5,60.4,31,18,18,18,0,0,0,0,0,78.4,25.2,12.9,1,1.16
CELL_008_2,2026-04-01T07:00:00,-85.5,-11.2,13.6,64.0,36,45,27,27,0,0,0,0,0,85.9,17.5,8.8,1,0
CELL_008_2,2026-04-01T07:15:00,-73.3,-15.1,14.6,23.2,31,78,19,19,0,0,0,0,0,54.1,26.6,12.2,4,0
CELL_008_2,2026-04-01T07:30:00,-91.9,-9.7,12.8,79.4,47,28,18,18,0,0,0,0,0,66.3,18.4,9.8,5,2.31
CELL_008_2,2026-04-01T07:45:00,-77.6,-8.5,16.6,50.3,45,74,23,23,0,0,0,0,0,96.4,7.8,9.1,0,0.97
CELL_008_2,2026-04-01T08:00:00,-97.0,-11.4,12.5,0,40,76,25,25,0,0,0,0,0,71.7,25.2,10.6,6,1.02
CELL_008_2,2026-04-01T08:15:00,-88.2,-14.0,16.4,100,41,35,30,30,0,0,0,0,0,56.8,21.9,8.8,8,0.1
CELL_008_2,2026-04-01T08:30:00,-86.5,-13.7,6.0,72.2,41,49,25,25,0,0,0,0,0,68.0,25.0,8.5,1,0
CELL_008_2,2026-04-01T08:45:00,-93.4,-5.7,15.3,25.8,32,65,21,21,0,0,0,0,0,52.3,22.2,11.6,5,0.82
CELL_008_2,2026-04-01T09:00:00,-90.9,-13.0,14.7,52.2,28,76,39,39,0,0,0,0,0,71.9,18.1,8.5,1,0
CELL_008_2,2026-04-01T09:15:00,-74.1,-10.2,16.5,57.5,36,73,24,24,0,0,0,0,0,39.3,25.4,8.8,3,0.9
CELL_008_2,2026-04-01T09:30:00,-83.2,-12.3,5.6,80.4,33,73,18,18,0,0,0,0,0,89.1,16.7,6.9,2,0
CELL_008_2,2026-04-01T09:45:00,-91.8,-9.4,9.6,2.5,46,64,35,35,0,0,0,0,0,77.3,24.1,9.7,5,0.86
CELL_008_2,2026-04-01T10:00:00,-81.3,-7.2,11.0,86.4,54,45,28,28,0,0,0,0,0,83.4,15.7,9.5,1,0.41
CELL_008_2,2026-04-01T10:15:00,-85.1,-8.0,11.4,49.5,52,57,29,29,0,0,0,0,0,102.6,14.6,10.6,0,2.17
CELL_008_2,2026-04-01T10:30:00,-86.3,-1.1,7.6,100,46,70,16,16,0,0,0,0,0,78.3,17.8,9.9,11,0.88
CELL_008_2,2026-04-01T10:45:00,-85.0,-4.6,16.2,41.0,47,50,33,33,0,0,0,0,0,96.4,25.1,9.9,1,0
CELL_008_2,2026-04-01T11:00:00,-78.8,-13.8,10.2,29.7,50,47,33,33,0,0,0,0,0,82.0,19.4,11.9,7,0.7
CELL_008_2,2026-04-01T11:15:00,-89.2,-11.0,6.7,100,50,87,26,26,0,0,0,0,0,85.1,24.6,11.2,1,0.92
CELL_008_2,2026-04-01T11:30:00,-77.2,-10.8,6.4,46.6,17,78,23,23,0,0,0,0,0,82.5,19.0,13.1,0,0
CELL_008_2,2026-04-01T11:45:00,-82.5,-10.4,18.7,73.6,52,60,19,19,0,0,0,0,0,73.0,21.7,9.6,0,0
CELL_008_2,2026-04-01T12:00:00,-94.1,-11.5,15.7,54.2,37,72,32,32,0,0,0,0,0,77.4,21.9,14.7,3,1.27
CELL_008_2,2026-04-01T12:15:00,-73.0,-10.3,17.7,61.4,51,69,41,41,0,0,0,0,0,90.0,17.4,10.7,0,1.52
CELL_008_2,2026-04-01T12:30:00,-80.1,-11.9,10.3,80.3,52,81,51,51,0,0,0,0,0,78.3,20.4,8.3,0,0
CELL_008_2,2026-04-01T12:45:00,-81.1,-9.1,9.7,75.7,23,89,31,31,0,0,0,0,0,61.6,17.8,11.8,0,0.14
CELL_008_2,2026-04-01T13:00:00,-73.2,-7.7,15.4,71.9,31,35,32,32,0,0,0,0,0,81.1,10.5,11.8,0,0.75
CELL_008_2,2026-04-01T13:15:00,-93.9,-12.4,9.9,98.6,48,116,33,33,0,0,0,0,0,117.1,19.7,10.0,4,1.28
CELL_008_2,2026-04-01T13:30:00,-76.3,-7.3,8.4,35.0,44,58,36,36,0,0,0,0,0,66.8,24.8,8.0,0,2.32
CELL_008_2,2026-04-01T13:45:00,-85.2,-16.4,11.9,100,76,70,18,18,0,0,0,0,0,58.6,15.3,11.6,2,1.35
CELL_008_2,2026-04-01T14:00:00,-81.9,-8.8,11.9,70.5,35,73,35,35,0,0,0,0,0,81.3,27.9,11.0,0,0.7
CELL_008_2,2026-04-01T14:15:00,-86.5,-9.8,13.7,34.8,27,66,30,30,0,0,0,0,0,76.1,7.7,9.7,2,0.2
CELL_008_2,2026-04-01T14:30:00,-76.8,-8.2,14.7,22.8,45,48,43,43,0,0,0,0,0,99.4,17.3,7.4,1,1.48
CELL_008_2,2026-04-01T14:45:00,-81.6,-12.3,10.4,73.9,50,112,26,26,0,0,0,0,0,107.0,20.1,10.9,2,0
